director_name,director_facebook_likes,actor_1_facebook_likes,genres,actor_1_name,movie_title,cast_total_facebook_likes,budget,title_year,movie_facebook_likes
Jim Hanon,2,772,Action,Chase Ellison,End of the Spear,1058,10000000,2005,1000
Jim Sonzero,2,16000,Drama,Ian Somerhalder,Pulse,19952,20000000,2006,0
Keith Parmer,2,31000,Action,Rachel Ann Mullins,Swelter,33858,8000000,2014,438
Ken Del Conte,2,466,Action,Hector Echavarria,Death Calls,842,290000,2010,16
Ken Shapiro,2,484,Comedy,Brian Doyle-Murray,Modern Problems,1455,8000000,1981,495
Kevin Carraway,2,2000,Action,Michael Jai White,Chain of Command,2886,5000000,2015,358
Mike Bigelow,2,591,Comedy,Carlos Ponce,Deuce Bigalow: European Gigolo,1729,22000000,2005,887
Mort Nathan,2,890,Comedy,Vivica A. Fox,Boat Trip,3161,20000000,2002,1000
Paul Abascal,2,787,Action,Cole Hauser,Paparazzi,2915,20000000,2004,269
Robin Budd,2,1000,Animation,Roger Rees,Return to Never Land,3402,20000000,2002,302
Tim Chambers,2,1000,Drama,Ellen Burstyn,The Mighty Macs,2589,7000000,2009,797
Tom Walsh,2,729,Animation,Joey D. Vieira,Dwegons and Leprechauns,1092,20000000,2014,70
A. Raven Cruz,0,639,Comedy,Scott Levy,The Helix... Loaded,1188,1000000,2005,128
Agnieszka Wojtowicz-Vosloo,0,14000,Drama,Liam Neeson,After.Life,15860,4500000,2009,7000
Al Silliman Jr.,0,12,Comedy,Christina Hart,The Stewardesses,24,100000,1969,17
Alan Cohn,0,3000,Comedy,Alyson Hannigan,Dead Man on Campus,6861,14000000,1998,645
Alan Shapiro,0,442,Action,Paul Hogan,Flipper,616,25530000,1996,504
Alejandro G. IÕ±Õçrritu,0,29000,Action,Leonardo DiCaprio,The Revenant,57108,135000000,2015,190000
Alejandro G. IÕ±Õçrritu,0,15000,Comedy,Emma Stone,Birdman,21668,18000000,2014,114000
Alejandro G. IÕ±Õçrritu,0,6000,Drama,Naomi Watts,21 Grams,7567,20000000,2003,0
Alfonso Cuarin,0,16000,Drama,Charlie Hunnam,Children of Men,16479,76000000,2006,17000
Amanda Gusack,0,368,Drama,Alice Krige,The Betrayed,668,3500000,2008,127
Andy Garcia,0,786,Drama,Danny Pino,The Lost City,1674,9600000,2005,957
Ang Lee,0,820,Action,Kevin Rankin,Hulk,1814,137000000,2003,0
Ang Lee,0,774,Action,Suraj Sharma,Life of Pi,2121,120000000,2012,122000
Ang Lee,0,579,Comedy,Imelda Staunton,Taking Woodstock,1500,30000000,2009,0
Ang Lee,0,805,Drama,Joan Allen,The Ice Storm,1466,18000000,1997,0
Ang Lee,0,15000,Drama,Jake Gyllenhaal,Brokeback Mountain,39789,14000000,2005,13000
Ang Lee,0,25000,Drama,Alan Rickman,Sense and Sensibility,41059,16500000,1995,0
Ang Lee,0,3,Drama,Jeremy W. Auman,Ride with the Devil,5,35000000,1999,633
Anthony Bell,0,681,Animation,Kevin Sussman,Alpha and Omega,2486,20000000,2010,0
Antonio Banderas,0,783,Comedy,Meat Loaf,Crazy in Alabama,4834,15000000,1999,391
Babar Ahmed,0,502,Action,Lalaine,Royal Kill,689,350000,2009,53
Barbra Streisand,0,12000,Comedy,Jeff Bridges,The Mirror Has Two Faces,13716,42000000,1996,0
Barbra Streisand,0,769,Drama,George Carlin,The Prince of Tides,1936,30000000,1991,883
Barrett Esposito,0,979,Animation,Chazz Palminteri,Henry  Me,2509,10000000,2014,165
Ben Affleck,0,1000,Biography,Clea DuVall,Argo,3133,44500000,2012,89000
Ben Affleck,0,10000,Drama,Jeremy Renner,The Town,14296,37000000,2010,29000
Ben Stiller,0,21000,Comedy,Robert Downey Jr.,Tropic Thunder,23484,92000000,2008,0
Ben Stiller,0,3000,Comedy,Adam Scott,The Secret Life of Walter Mitty,5095,90000000,2013,70000
Ben Stiller,0,14000,Comedy,Milla Jovovich,Zoolander 2,24107,50000000,2016,28000
Ben Stiller,0,2000,Comedy,Matthew Broderick,The Cable Guy,3718,47000000,1996,0
Benjamin Roberds,0,0,Drama,Eva Boehnke,A Plague So Pleasant,0,1400,2013,16
Bill Paxton,0,11000,Drama,Matthew McConaughey,Frailty,12237,11000000,2001,5000
Billy Bob Thornton,0,3000,Drama,Robert Duvall,Sling Blade,3967,890000,1996,0
Billy Bob Thornton,0,13000,Drama,Matt Damon,All the Pretty Horses,15006,57000000,2000,652
Billy Kent,0,740,Comedy,Liza Minnelli,The Oh in Ohio,1665,5000000,2006,255
Billy Wilder,0,516,Comedy,Fred MacMurray,The Apartment,1328,3000000,1960,0
Billy Wilder,0,597,Comedy,Austin Pendleton,The Front Page,1218,4000000,1974,661
Billy Wilder,0,105,Comedy,Nehemiah Persoff,Some Like It Hot,527,2883848,1959,10000
Billy Wilder,0,287,Drama,Ray Milland,The Lost Weekend,581,1250000,1945,0
Bob Odenkirk,0,966,Comedy,Jenna Fischer,The Brothers Solomon,3307,10000000,2007,319
Brian Caunter,0,854,Action,Mike Starr,Chicago Overcoat,1989,3000000,2009,229
Brian De Palma,0,10000,Action,Tom Cruise,Mission: Impossible,12760,80000000,1996,0
Brian De Palma,0,3000,Action,Don Cheadle,Mission to Mars,4902,90000000,2000,0
Brian De Palma,0,14000,Drama,Al Pacino,Scarface,16464,25000000,1983,19000
Brian De Palma,0,636,Drama,Steven Bauer,Raising Cain,1852,12000000,1992,541
Brian De Palma,0,22000,Drama,Robert De Niro,The Untouchables,22767,25000000,1987,0
Bruce Campbell,0,634,Comedy,Ted Raimi,My Name Is Bruce,1238,1500000,2007,0
Bryan Singer,0,34000,Action,Jennifer Lawrence,X-Men: Days of Future Past,91434,200000000,2014,82000
Bryan Singer,0,18000,Action,Kevin Spacey,Superman Returns,29991,209000000,2006,0
Bryan Singer,0,20000,Action,Hugh Jackman,X-Men,21397,75000000,2000,0
Bryan Singer,0,34000,Action,Jennifer Lawrence,X-Men: Apocalypse,49684,178000000,2016,54000
Bryan Singer,0,979,Action,Eddie Marsan,Jack the Giant Slayer,1766,195000000,2013,22000
Bryan Singer,0,18000,Drama,Kevin Spacey,The Usual Suspects,20821,6000000,1995,28000
Bryan Singer,0,10000,Drama,Tom Cruise,Valkyrie,14165,75000000,2008,0
C. Fraser Press,0,178,Comedy,Elaine Bromka,Theresa Is a Mother,263,200000,2012,38
Caryn Waechter,0,601,Drama,Laura Fraser,The Sisterhood of Night,1581,1000000,2014,523
Catherine Gund,0,0,Action,Elizabeth Streb,Born to Fly: Elizabeth Streb vs. Gravity,0,500000,2014,44
Cathy Malkasian,0,1000,Animation,Alfre Woodard,The Wild Thornberrys Movie,2908,25000000,2002,187
Charles Chaplin,0,309,Comedy,Paulette Goddard,Modern Times,352,1500000,1936,0
Charles Herman-Wurmfeld,0,934,Comedy,Mary Lynn Rajskub,Legally Blonde 2: Red White  Blonde,3500,45000000,2003,660
Charles Herman-Wurmfeld,0,378,Comedy,Scott Cohen,Kissing Jessica Stein,1173,1000000,2001,682
Charles Herman-Wurmfeld,0,465,Comedy,John Enos III,The Hammer,897,850000,2007,337
Charlie Kaufman,0,22000,Comedy,Philip Seymour Hoffman,Synecdoche New York,24732,21000000,2008,13000
Charlie Levi,0,1000,Drama,Joe Mantegna,Childless,1996,1000000,2008,3
Chris Columbus,0,22000,Animation,Peter Dinklage,Pixels,35367,88000000,2015,39000
Chris Columbus,0,3000,Comedy,Macaulay Culkin,Home Alone 2: Lost in New York,7860,18000000,1992,0
Chris Columbus,0,8000,Comedy,Julia Roberts,Stepmom,9988,50000000,1998,0
Chris Columbus,0,49000,Comedy,Robin Williams,Mrs. Doubtfire,52201,25000000,1993,0
Chris Columbus,0,49000,Comedy,Robin Williams,Bicentennial Man,55254,100000000,1999,0
Chris Columbus,0,3000,Comedy,Macaulay Culkin,Home Alone,7521,18000000,1990,20000
Chris Columbus,0,3000,Drama,Rosario Dawson,Rent,5917,40000000,2005,3000
Chris Rock,0,1000,Comedy,Bernie Mac,Head of State,4537,35200000,2003,638
Chris Rock,0,3000,Comedy,Rosario Dawson,Top Five,5592,12000000,2014,0
Chris Shadley,0,413,Drama,Daniel Baldwin,Nine Dead,1149,2000000,2010,0
Clark Gregg,0,1000,Comedy,Anjelica Huston,Choke,3608,3000000,2008,0
Dan Perri,0,749,Comedy,Travis Myers,Sharkskin,1814,2100000,2015,14
Daniel Columbie,0,569,Action,Keri Maletto,Amidst the Devil's Wings,1461,300000,2014,17
Daniel Davila,0,940,Drama,Martin Landau,Harrison Montgomery,1484,850000,2008,18
Danny Boyle,0,11000,Action,James Franco,127 Hours,11984,18000000,2010,63000
Danny Boyle,0,29000,Action,Leonardo DiCaprio,The Beach,29461,50000000,2000,0
Danny DeVito,0,436,Biography,Frank Whaley,Hoffa,1394,35000000,1992,949
Danny DeVito,0,1000,Comedy,Justin Theroux,Duplex,3096,40000000,2003,0
Darren Aronofsky,0,12000,Action,Anthony Hopkins,Noah,32355,125000000,2014,71000
Darren Aronofsky,0,1000,Drama,Ellen Burstyn,Requiem for a Dream,2235,4500000,2000,38000
Darren Aronofsky,0,1000,Drama,Mark Margolis,Pi,2065,60000,1998,24000
Darren Aronofsky,0,20000,Drama,Hugh Jackman,The Fountain,24640,35000000,2006,23000
Darren Aronofsky,0,1000,Drama,Mark Margolis,The Wrestler,1582,6000000,2008,10000
Darren Aronofsky,0,20000,Drama,Natalie Portman,Black Swan,38072,13000000,2010,106000
Darren Grant,0,907,Comedy,Cicely Tyson,Diary of a Mad Black Woman,2723,5500000,2005,0
David Cronenberg,0,10000,Drama,Viggo Mortensen,A History of Violence,12754,32000000,2005,0
David Cross,0,782,Comedy,Jason Ritter,Hits,2607,1000000,2014,903
David Duchovny,0,49000,Comedy,Robin Williams,House of D,51441,6000000,2004,857
David G. Evans,0,77000,Drama,Michael Joiner,The Grace Card,77046,200000,2010,0
David Lynch,0,913,Action,Virginia Madsen,Dune,2449,40000000,1984,11000
David Lynch,0,12000,Biography,Anthony Hopkins,The Elephant Man,13864,5000000,1980,9000
David Schwimmer,0,617,Drama,Noah Emmerich,Trust,916,9500000,2010,10000
Deb Hagan,0,1000,Comedy,Drake Bell,College,4484,6500000,2008,422
Dena Seidel,0,0,Action,Naderev Sano,Antarctic Edge: 70ëç South,0,150000,2015,215
Drew Barrymore,0,796,Drama,Daniel Stern,Whip It,2633,15000000,2009,10000
Duncan Jones,0,3000,Action,Dominic Cooper,Warcraft,5505,160000000,2016,89000
Ed Harris,0,697,Biography,John Heard,Pollock,1517,6000000,2000,0
Edward Burns,0,296,Comedy,Kerry BishÕ©,Newlyweds,690,9000,2011,413
Edward Burns,0,650,Comedy,Debra Messing,Purple Violets,1585,4000000,2007,296
Edward Burns,0,385,Comedy,John Mahoney,She's the One,995,3500000,1996,453
Edward Burns,0,138,Comedy,Shari Albert,The Brothers McMullen,388,25000,1995,265
Edward Norton,0,955,Comedy,Lisa Edelstein,Keeping the Faith,5404,30000000,2000,0
Eli Roth,0,640,Action,Daryl Sabara,The Green Inferno,2082,6000000,2013,12000
Elizabeth Banks,0,20000,Comedy,Hugh Jackman,Movie 43,41059,6000000,2013,25000
Elizabeth Banks,0,10000,Comedy,Anna Kendrick,Pitch Perfect 2,13159,29000000,2015,40000
Emilio Estevez,0,12000,Drama,Anthony Hopkins,Bobby,13528,14000000,2006,0
Eric Leighton,0,1000,Animation,Alfre Woodard,Dinosaur,2945,127500000,2000,0
Eric Nicholas,0,262,Drama,Jordana Spiro,Alone with Her,509,1000000,2006,244
Forest Whitaker,0,970,Drama,Bill Cobbs,Hope Floats,2860,30000000,1998,0
Francis Ford Coppola,0,12000,Comedy,Nicolas Cage,Peggy Sue Got Married,14672,18000000,1986,0
Francis Ford Coppola,0,1000,Comedy,Alden Ehrenreich,Twixt,3150,7000000,2011,0
Francis Ford Coppola,0,14000,Drama,Al Pacino,The Godfather,28122,6000000,1972,43000
Francis Ford Coppola,0,22000,Drama,Robert De Niro,The Godfather: Part II,39960,13000000,1974,14000
Francis Ford Coppola,0,14000,Drama,Al Pacino,The Godfather: Part III,16949,54000000,1990,0
Francis Ford Coppola,0,10000,Drama,Tom Cruise,The Outsiders,12097,10000000,1983,10000
Francis Ford Coppola,0,12000,Drama,Nicolas Cage,The Cotton Club,18793,58000000,1984,828
Francis Ford Coppola,0,13000,Drama,Matt Damon,The Rainmaker,16762,40000000,1997,0
Francis Ford Coppola,0,11000,Drama,Harrison Ford,The Conversation,12157,1600000,1974,6000
Francis Ford Coppola,0,11000,Drama,Harrison Ford,Apocalypse Now,25313,31500000,1979,19000
Frank Darabont,0,11000,Drama,Morgan Freeman,The Shawshank Redemption,13495,25000000,1994,108000
Frank Darabont,0,15000,Drama,Tom Hanks,The Green Mile,17716,60000000,1999,30000
Frank Darabont,0,940,Drama,Martin Landau,The Majestic,4310,72000000,2001,0
Frank Nissen,0,304,Animation,Kath Soucie,Pooh's Heffalump Movie,861,20000000,2005,264
Frank Oz,0,21000,Comedy,Robert Downey Jr.,Bowfinger,22458,55000000,1999,0
Frank Oz,0,22000,Comedy,Peter Dinklage,Death at a Funeral,24324,9000000,2007,0
Frank Oz,0,19000,Comedy,Tom Selleck,In  Out,23504,35000000,1997,0
Frank Oz,0,13000,Comedy,Bill Murray,Little Shop of Horrors,15308,25000000,1986,0
Frank Oz,0,11000,Comedy,Jon Lovitz,The Stepford Wives,13748,90000000,2004,0
Frank Oz,0,22000,Drama,Robert De Niro,The Score,32871,68000000,2001,0
Frank Oz,0,1000,Drama,Steve Coogan,The Indian in the Cupboard,2965,45000000,1995,0
Fred Savage,0,555,Comedy,Lochlyn Munro,Daddy Day Camp,1752,6000000,2007,256
Garry Marshall,0,995,Comedy,Hector Elizondo,Georgia Rule,4039,20000000,2007,681
Garry Marshall,0,627,Comedy,Amber Valletta,Raising Helen,2052,50000000,2004,718
Garry Marshall,0,11000,Comedy,Anne Hathaway,The Princess Diaries,13645,37000000,2001,0
Garry Marshall,0,11000,Comedy,Anne Hathaway,The Princess Diaries 2: Royal Engagement,15362,40000000,2004,1000
Garry Marshall,0,22000,Comedy,Robert De Niro,New Year's Eve,23456,56000000,2011,20000
Garry Marshall,0,8000,Comedy,Julia Roberts,Pretty Woman,11135,14000000,1990,11000
Garry Marshall,0,8000,Comedy,Julia Roberts,Runaway Bride,12790,70000000,1999,0
Garry Marshall,0,14000,Comedy,Bradley Cooper,Valentine's Day,45696,52000000,2010,9000
Gary Rogers,0,178,Action,Noah Danby,The Book of Mormon Movie Volume 1: The Journey,359,2000000,2003,32
Gene Quintano,0,11000,Comedy,Jon Lovitz,Loaded Weapon 1,12322,8200000,1993,0
George A. Romero,0,875,Comedy,Ted Danson,Creepshow,2662,8000000,1982,0
George A. Romero,0,125,Drama,Judith O'Dea,Night of the Living Dead,403,114000,1968,0
George A. Romero,0,125,Drama,Judith O'Dea,Night of the Living Dead,403,114000,1968,0
George Clooney,0,21000,Biography,Robert Downey Jr.,Good Night and Good Luck.,22745,7500000,2005,0
George Clooney,0,504,Comedy,Dick Clark,Confessions of a Dangerous Mind,810,29000000,2002,3000
George Clooney,0,142,Comedy,Robert Baker,Leatherheads,589,58000000,2008,472
George Clooney,0,33000,Drama,Ryan Gosling,The Ides of March,57077,12500000,2011,22000
George Clooney,0,13000,Drama,Bill Murray,The Monuments Men,27674,70000000,2014,34000
George Jackson,0,901,Comedy,William Schallert,House Party 2,2523,5000000,1991,232
George Lucas,0,20000,Action,Natalie Portman,Star Wars: Episode I - The Phantom Menace,37723,115000000,1999,13000
George Lucas,0,20000,Action,Natalie Portman,Star Wars: Episode II - Attack of the Clones,42990,115000000,2002,0
George Lucas,0,20000,Action,Natalie Portman,Star Wars: Episode III - Revenge of the Sith,44042,113000000,2005,10000
George Lucas,0,11000,Action,Harrison Ford,Star Wars: Episode IV - A New Hope,13485,11000000,1977,33000
George Lucas,0,11000,Comedy,Harrison Ford,American Graffiti,14954,777000,1973,0
Guillermo del Toro,0,3000,Action,Seth MacFarlane,Hellboy II: The Golden Army,3632,85000000,2008,3000
Guillermo del Toro,0,16000,Action,Charlie Hunnam,Pacific Rim,19166,190000000,2013,83000
Guillermo del Toro,0,366,Action,James Babson,Hellboy,1112,66000000,2004,0
Guillermo del Toro,0,12000,Action,Norman Reedus,Blade II,15371,54000000,2002,0
Guy Ritchie,0,21000,Action,Robert Downey Jr.,Sherlock Holmes,23996,90000000,2009,20000
Guy Ritchie,0,21000,Action,Robert Downey Jr.,Sherlock Holmes: A Game of Shadows,22403,125000000,2011,39000
Guy Ritchie,0,15000,Comedy,Henry Cavill,The Man from U.N.C.L.E.,15735,75000000,2015,43000
H.M. Coakley,0,696,Drama,Mehcad Brooks,Adulterers,1210,750000,2015,158
Hal Haberman,0,975,Comedy,Michael Rapaport,Special,2694,1000000,2006,0
Harry F. Millarde,0,2,Drama,Stephen Carr,Over the Hill to the Poorhouse,4,100000,1920,0
Hue Rhodes,0,22000,Comedy,Peter Dinklage,Saint John of Las Vegas,36885,3800000,2009,407
Ice Cube,0,1000,Comedy,Bernie Mac,The Players Club,2868,4500000,1998,575
Jackie Earle Haley,0,15000,Drama,Rex Baker,Criminal Activities,17377,7000000,2015,0
James Bidgood,0,0,Drama,Don Brooks,Pink Narcissus,0,27000,1971,85
James Cameron,0,1000,Action,CCH Pounder,Avatar,4834,237000000,2009,33000
James Cameron,0,2000,Action,Michael Biehn,Aliens,4228,18500000,1986,18000
James Cameron,0,780,Action,Joe Morton,Terminator 2: Judgment Day,2829,102000000,1991,13000
James Cameron,0,2000,Action,Michael Biehn,The Abyss,4074,69500000,1989,0
James Cameron,0,2000,Comedy,Jamie Lee Curtis,True Lies,4528,115000000,1994,0
James Cameron,0,29000,Drama,Leonardo DiCaprio,Titanic,45223,200000000,1997,26000
James David Pasternak,0,49000,Comedy,Robin Williams,Certifiably Jonathan,54484,1200000,2007,87
James Kerwin,0,236,Drama,John Newton,Yesterday Was a Lie,518,2500000,2008,83
James Manera,0,578,Drama,Joaquim de Almeida,Atlas Shrugged: Who Is John Galt?,3382,5000000,2014,0
James Wan,0,856,Action,Aisha Tyler,Death Sentence,3309,20000000,2007,0
James Wan,0,26000,Action,Jason Statham,Furious 7,79150,190000000,2015,94000
Jason Bateman,0,628,Comedy,Beth Grant,Bad Words,2061,10000000,2013,0
Jason Miller,0,45,Biography,Jon Brion,The Past is a Grotesque Animal,45,100000,2014,82
Jean-Pierre Jeunet,0,1000,Action,Gary Dourdan,Alien: Resurrection,3090,75000000,1997,0
Jennifer Wynne Farmer,0,752,Drama,Irene Bedard,Naturally Native,1763,700000,1998,102
Jodie Foster,0,21000,Comedy,Robert Downey Jr.,Home for the Holidays,25263,20000000,1995,0
Jodie Foster,0,8000,Drama,Julia Roberts,Money Monster,10894,27000000,2016,0
Jodie Foster,0,34000,Drama,Jennifer Lawrence,The Beaver,34705,21000000,2011,17000
Joel Coen,0,22000,Comedy,Philip Seymour Hoffman,The Big Lebowski,47728,15000000,1998,35000
Joel Coen,0,436,Comedy,Cedric the Entertainer,Intolerable Cruelty,1395,60000000,2003,0
John Carpenter,0,12000,Action,Steve Buscemi,Escape from L.A.,15935,50000000,1996,0
John Carpenter,0,26000,Action,Jason Statham,Ghosts of Mars,28867,28000000,2001,0
John Carpenter,0,2000,Action,Sheryl Lee,Vampires,5123,20000000,1998,0
John Carpenter,0,400,Comedy,Victor Wong,Big Trouble in Little China,896,25000000,1986,19000
John Carpenter,0,782,Comedy,Richard Epcar,Memoirs of an Invisible Man,2125,40000000,1992,630
John Eng,0,971,Animation,Elizabeth Daily,Rugrats Go Wild,3017,25000000,2003,329
John Francis Daley,0,26000,Comedy,Chris Hemsworth,Vacation,40312,31000000,2015,28000
John Waters,0,462,Comedy,Divine,Pink Flamingos,760,10000,1972,0
John Waters,0,899,Comedy,Kathleen Turner,Serial Mom,3092,13000000,1994,3000
Jon Shear,0,254,Drama,Dan Futterman,Urbania,964,225000,2000,72
Jonathan Meyers,0,657,Drama,Justin Baldoni,A Fine Step,2677,1000000,2014,212
Jonathan Wacks,0,12000,Comedy,Steve Buscemi,Ed and His Dead Mother,14620,1800000,1993,266
Joseph Mazzella,0,313,Drama,Tjasa Ferme,Dutch Kills,366,25000,2015,33
Joshua Michael Stern,0,1000,Comedy,Madeline Carroll,Swing Vote,6212,21000000,2008,1000
Joshua Seftel,0,603,Comedy,Bashar Rahal,War Inc.,988,10000000,2008,883
Josi Luis Valenzuela,0,844,Comedy,Cheech Marin,Luminarias,2289,1000000,2000,24
Joss Whedon,0,26000,Action,Chris Hemsworth,Avengers: Age of Ultron,92000,250000000,2015,118000
Joss Whedon,0,26000,Action,Chris Hemsworth,The Avengers,87697,220000000,2012,123000
Joss Whedon,0,26000,Action,Chris Hemsworth,The Avengers,87697,220000000,2012,123000
Joss Whedon,0,2000,Action,Adam Baldwin,Serenity,2853,40000000,2005,14000
Judd Apatow,0,529,Comedy,Charlyne Yi,This Is 40,1050,35000000,2012,18000
Judd Apatow,0,11000,Comedy,Adam Sandler,Funny People,11852,75000000,2009,0
Judd Apatow,0,11000,Comedy,Harold Ramis,Knocked Up,12874,30000000,2007,0
Judd Apatow,0,7000,Comedy,Steve Carell,The 40-Year-Old Virgin,8341,26000000,2005,0
Julio DePietro,0,806,Comedy,Adrian Martinez,The Good Guy,3124,8000000,2009,1000
Kathryn Bigelow,0,1000,Drama,Jennifer Ehle,Zero Dark Thirty,2759,40000000,2012,39000
Kathryn Bigelow,0,10000,Drama,Jeremy Renner,The Hurt Locker,11114,15000000,2008,16000
Ken Roht,0,270,Drama,Charla Cochran,Perfect Cowboy,364,200000,2014,65
Kenneth Branagh,0,26000,Action,Chris Hemsworth,Thor,60059,150000000,2011,63000
Kenneth Branagh,0,539,Action,Colm Feore,Jack Ryan: Shadow Recruit,1411,60000000,2014,17000
Kenneth Branagh,0,2000,Drama,Hayley Atwell,Cinderella,4671,95000000,2015,56000
Kevin Brodie,0,655,Drama,Bruce McGill,A Dog of Flanders,1906,7000000,1999,157
Kevin Costner,0,766,Action,Olivia Williams,The Postman,4346,80000000,1997,0
Kevin Costner,0,933,Action,Mary McDonnell,Dances with Wolves,2398,22000000,1990,0
Kevin Costner,0,3000,Drama,Robert Duvall,Open Range,5458,22000000,2003,0
Kevin Smith,0,1000,Action,Anna Gunn,Red State,4777,4000000,2011,16000
Kevin Smith,0,13000,Comedy,Bruce Willis,Cop Out,14483,37000000,2010,0
Kevin Smith,0,13000,Comedy,Matt Damon,Dogma,16693,10000000,1999,10000
Kevin Smith,0,898,Comedy,Jason Mewes,Clerks,2103,230000,1994,0
Kevin Smith,0,1000,Comedy,Ethan Suplee,Clerks II,2990,5000000,2006,0
Kevin Smith,0,8000,Comedy,Will Ferrell,Jay and Silent Bob Strike Back,11632,22000000,2001,0
Kevin Smith,0,40000,Comedy,Johnny Depp,Tusk,43810,3000000,2014,20000
Kevin Smith,0,13000,Comedy,Matt Damon,Chasing Amy,15765,250000,1997,0
Kevin Smith,0,939,Comedy,Stephen Root,Jersey Girl,3592,35000000,2004,0
Kevin Smith,0,40000,Comedy,Johnny Depp,Yoga Hosers,46115,5000000,2016,0
Kevin Smith,0,1000,Comedy,Ethan Suplee,Mallrats,3254,6000000,1995,0
Kevin Smith,0,218,Comedy,Gerry Bednob,Zack and Miri Make a Porno,638,24000000,2008,0
Kirk Loudon,0,883,Drama,Barry Corbin,Dawn of the Crescent Moon,2618,75000,2014,87
Kris Isacsson,0,3000,Comedy,Rosario Dawson,Down to You,4409,9000000,2000,580
Kurt Hale,0,69,Comedy,Kirby Heyborne,The R.M.,155,500000,2003,44
Kurt Hale,0,69,Comedy,Kirby Heyborne,The Singles Ward,161,500000,2002,43
Kurt Voss,0,268,Comedy,Lemmy,Down and Out with the Dolls,318,1200000,2001,27
Lana Wachowski,0,17000,Action,Channing Tatum,Jupiter Ascending,47334,176000000,2015,44000
Lana Wachowski,0,690,Action,Scott Porter,Speed Racer,902,120000000,2008,0
Lana Wachowski,0,18000,Action,Keanu Reeves,The Matrix,18563,63000000,1999,25000
Lana Wachowski,0,234,Action,Steve Bastoni,The Matrix Reloaded,534,150000000,2003,0
Lana Wachowski,0,3000,Drama,Christopher Meloni,Bound,3668,4500000,1996,2000
Lance McDaniel,0,595,Action,Russell Wong,Light from the Darkroom,1754,600000,2014,9
Louis C.K.,0,560,Comedy,Wanda Sykes,Pootie Tang,2238,3000000,2001,0
M. Night Shyamalan,0,1000,Action,Seychelle Gabriel,The Last Airbender,2857,150000000,2010,18000
M. Night Shyamalan,0,10000,Action,Will Smith,After Earth,14168,130000000,2013,37000
M. Night Shyamalan,0,3000,Drama,Bryce Dallas Howard,Lady in the Water,5609,70000000,2006,0
M. Night Shyamalan,0,3000,Drama,Bryce Dallas Howard,The Village,7273,60000000,2004,0
M. Night Shyamalan,0,18000,Drama,Robin Wright,Unbreakable,33645,75000000,2000,0
M. Night Shyamalan,0,13000,Drama,Bruce Willis,The Sixth Sense,17540,40000000,1999,14000
M. Night Shyamalan,0,710,Drama,Rory Culkin,Signs,1675,72000000,2002,0
Marc F. Adler,0,795,Animation,Eric Idle,Delgo,2449,40000000,2008,211
Martin Lawrence,0,585,Comedy,Faizon Love,A Thin Line Between Love and Hate,3023,8000000,1996,559
Matt Dillon,0,109,Drama,Kirk Fox,City of Ghosts,245,17500000,2002,204
Matt Jackson,0,935,Comedy,Kane Hodder,Love in the Time of Monsters,2350,500000,2014,194
Matthew Watts,0,873,Comedy,Jennifer Lafleur,Mutual Friends,2830,450000,2013,31
Maurice Joyce,0,2000,Animation,Frank Welker,Doug's 1st Movie,2908,5000000,1999,122
Mel Brooks,0,1000,Comedy,Joan Rivers,Spaceballs,2936,22700000,1987,13000
Mel Brooks,0,1000,Comedy,Madeline Kahn,High Anxiety,2861,3400000,1977,0
Mel Brooks,0,1000,Comedy,Madeline Kahn,History of the World: Part I,3931,11000000,1981,0
Mel Brooks,0,1000,Comedy,Madeline Kahn,History of the World: Part I,3931,11000000,1981,0
Mel Brooks,0,1000,Comedy,Madeline Kahn,Young Frankenstein,2703,2800000,1974,14000
Mel Brooks,0,898,Comedy,Sid Caesar,Silent Movie,2951,4400000,1976,629
Mel Brooks,0,1000,Comedy,Madeline Kahn,Blazing Saddles,4701,2600000,1974,12000
Mel Gibson,0,708,Action,Rudy Youngblood,Apocalypto,848,40000000,2006,14000
Mel Gibson,0,906,Biography,Mhairi Calvey,Braveheart,1976,72000000,1995,17000
Mel Gibson,0,260,Drama,Christo Jivkov,The Passion of the Christ,705,30000000,2004,13000
Michael Bay,0,19000,Action,Scarlett Johansson,The Island,34839,126000000,2005,0
Michael Bay,0,662,Action,Zack Ward,Transformers,2333,150000000,2007,8000
Michael Bay,0,974,Action,Bingbing Li,Transformers: Age of Extinction,3988,210000000,2014,56000
Michael Bay,0,894,Action,Glenn Morshower,Transformers: Dark of the Moon,2593,195000000,2011,46000
Michael Bay,0,894,Action,Glenn Morshower,Transformers: Revenge of the Fallen,3218,200000000,2009,0
Michael Bay,0,13000,Action,Bruce Willis,Armageddon,26029,140000000,1998,11000
Michael Bay,0,12000,Action,Nicolas Cage,The Rock,15999,75000000,1996,51000
Michael Bay,0,3000,Action,Jennifer Garner,Pearl Harbor,5401,140000000,2001,0
Michael Bay,0,769,Action,Toby Stephens,13 Hours,3580,50000000,2016,44000
Michael Bay,0,10000,Comedy,Will Smith,Bad Boys,11013,19000000,1995,0
Michael Bay,0,10000,Comedy,Will Smith,Bad Boys II,12954,130000000,2003,0
Michael Bay,0,12000,Comedy,Dwayne Johnson,Pain  Gain,13573,26000000,2013,43000
Michael Clancy,0,11000,Comedy,Zooey Deschanel,Eulogy,14656,6500000,2004,376
